disease_name,state,year,no_of_death,county_name
Malaria,FL,2013,95,Walton
Malaria,GA,2013,42,Walton
Malaria,SD,2013,5,Walworth
Malaria,WI,2013,137,Walworth
Malaria,IA,2013,30,Wapello
Malaria,ND,2013,82,Ward
Malaria,TX,2013,15,Ward
Malaria,GA,2013,61,Ware
Malaria,GA,2013,3,Warren
Malaria,IA,2013,67,Warren
Malaria,IL,2013,28,Warren
Malaria,IN,2013,8,Warren
Malaria,KY,2013,101,Warren
Malaria,MO,2013,31,Warren
Malaria,MS,2013,86,Warren
Malaria,NC,2013,19,Warren
Malaria,NJ,2013,184,Warren
Malaria,NY,2013,84,Warren
Malaria,OH,2013,223,Warren
Malaria,PA,2013,77,Warren
Malaria,TN,2013,61,Warren
Malaria,VA,2013,29,Warren
Malaria,IN,2013,47,Warrick
Malaria,UT,2013,7,Wasatch
Malaria,OR,2013,45,Wasco
Malaria,MN,2013,8,Waseca
Malaria,WY,2013,3,Washakie
Malaria,WI,2013,15,Washburn
Malaria,AL,2013,10,Washington
Malaria,AR,2013,138,Washington
Malaria,CO,2013,2,Washington
Malaria,FL,2013,19,Washington
Malaria,GA,2013,40,Washington
Malaria,IA,2013,32,Washington
Malaria,ID,2013,11,Washington
Malaria,IL,2013,3,Washington
Malaria,IN,2013,12,Washington
Malaria,KS,2013,4,Washington
Malaria,KY,2013,5,Washington
Malaria,LA,2013,37,Washington
Malaria,MD,2013,242,Washington
Malaria,ME,2013,22,Washington
Malaria,MN,2013,389,Washington
Malaria,MO,2013,20,Washington
Malaria,MS,2013,34,Washington
Malaria,NC,2013,5,Washington
Malaria,NE,2013,5,Washington
Malaria,NY,2013,53,Washington
Malaria,OH,2013,61,Washington
Malaria,OK,2013,22,Washington
Malaria,OR,2013,852,Washington
Malaria,PA,2013,207,Washington
Malaria,RI,2013,139,Washington
Malaria,TN,2013,112,Washington
Malaria,TX,2013,20,Washington
Malaria,UT,2013,98,Washington
Malaria,VA,2013,34,Washington
Malaria,VT,2013,51,Washington
Malaria,WI,2013,40,Washington
Malaria,OK,2013,4,Washita
Malaria,NV,2013,736,Washoe
Malaria,MI,2013,197,Washtenaw
Malaria,NC,2013,33,Watauga
Malaria,MN,2013,5,Watonwan
Malaria,WI,2013,284,Waukesha
Malaria,WI,2013,24,Waupaca
Malaria,WI,2013,24,Waushara
Malaria,GA,2013,32,Wayne
Malaria,IA,2013,11,Wayne
Malaria,IL,2013,7,Wayne
Malaria,IN,2013,49,Wayne
Malaria,KY,2013,22,Wayne
Malaria,MI,2013,1890,Wayne
Malaria,MO,2013,18,Wayne
Malaria,MS,2013,14,Wayne
Malaria,NC,2013,153,Wayne
Malaria,NE,2013,4,Wayne
Malaria,NY,2013,72,Wayne
Malaria,OH,2013,111,Wayne
Malaria,PA,2013,68,Wayne
Malaria,TN,2013,9,Wayne
Malaria,UT,2013,4,Wayne
Malaria,WV,2013,28,Wayne
Malaria,VA,2013,20,"Waynesboro City"
Malaria,TN,2013,53,Weakley
Malaria,TX,2013,368,Webb
Malaria,UT,2013,80,Weber
Malaria,GA,2013,1,Webster
Malaria,IA,2013,48,Webster
Malaria,KY,2013,5,Webster
Malaria,LA,2013,32,Webster
Malaria,MO,2013,50,Webster
Malaria,MS,2013,8,Webster
Malaria,NE,2013,3,Webster
Malaria,WV,2013,14,Webster
Malaria,CO,2013,216,Weld
Malaria,IN,2013,21,Wells
Malaria,ND,2013,7,Wells
Malaria,LA,2013,36,"West Baton Rouge"
Malaria,LA,2013,11,"West Carroll"
Malaria,LA,2013,8,"West Feliciana"
Malaria,NY,2013,705,Westchester
Malaria,PA,2013,213,Westmoreland
Malaria,VA,2013,14,Westmoreland
Malaria,WY,2013,5,Weston
Malaria,WV,2013,23,Wetzel
Malaria,MI,2013,63,Wexford
Malaria,TX,2013,18,Wharton
Malaria,WA,2013,126,Whatcom
Malaria,MT,2013,2,Wheatland
Malaria,GA,2013,6,Wheeler
Malaria,NE,2013,1,Wheeler
Malaria,OR,2013,1,Wheeler
Malaria,TX,2013,5,Wheeler
Malaria,AR,2013,100,White
Malaria,GA,2013,13,White
Malaria,IL,2013,10,White
Malaria,IN,2013,9,White
Malaria,TN,2013,10,White
Malaria,NV,2013,5,"White Pine"
Malaria,IL,2013,48,Whiteside
Malaria,GA,2013,45,Whitfield
Malaria,IN,2013,13,Whitley
Malaria,KY,2013,41,Whitley
Malaria,WA,2013,37,Whitman
Malaria,MT,2013,0,Wibaux
Malaria,KS,2013,0,Wichita
Malaria,TX,2013,158,Wichita
Malaria,MD,2013,144,Wicomico
Malaria,TX,2013,2,Wilbarger
Malaria,AL,2013,7,Wilcox
Malaria,GA,2013,7,Wilcox
Malaria,GA,2013,15,Wilkes
Malaria,NC,2013,93,Wilkes
Malaria,MN,2013,1,Wilkin
Malaria,GA,2013,12,Wilkinson
Malaria,MS,2013,11,Wilkinson
Malaria,IL,2013,586,Will
Malaria,TX,2013,22,Willacy
Malaria,ND,2013,13,Williams
Malaria,OH,2013,31,Williams
Malaria,SC,2013,26,Williamsburg
Malaria,VA,2013,16,"Williamsburg City"
Malaria,IL,2013,33,Williamson
Malaria,TN,2013,169,Williamson
Malaria,TX,2013,815,Williamson
Malaria,KS,2013,9,Wilson
Malaria,NC,2013,59,Wilson
Malaria,TN,2013,133,Wilson
Malaria,TX,2013,62,Wilson
Malaria,VA,2013,13,"Winchester City"
Malaria,CT,2013,115,Windham
Malaria,VT,2013,27,Windham
Malaria,VT,2013,21,Windsor
Malaria,TX,2013,13,Winkler
Malaria,LA,2013,7,Winn
Malaria,IA,2013,3,Winnebago
Malaria,IL,2013,129,Winnebago
Malaria,WI,2013,297,Winnebago
Malaria,IA,2013,21,Winneshiek
Malaria,MN,2013,52,Winona
Malaria,AL,2013,16,Winston
Malaria,MS,2013,14,Winston
Malaria,WV,2013,10,Wirt
Malaria,TX,2013,32,Wise
Malaria,VA,2013,32,Wise
Malaria,KY,2013,13,Wolfe
Malaria,OH,2013,203,Wood
Malaria,TX,2013,25,Wood
Malaria,WI,2013,142,Wood
Malaria,WV,2013,124,Wood
Malaria,IA,2013,119,Woodbury
Malaria,IL,2013,35,Woodford
Malaria,KY,2013,27,Woodford
Malaria,AR,2013,1,Woodruff
Malaria,OK,2013,7,Woods
Malaria,KS,2013,2,Woodson
Malaria,OK,2013,4,Woodward
Malaria,MA,2013,246,Worcester
Malaria,MD,2013,39,Worcester
Malaria,GA,2013,31,Worth
Malaria,IA,2013,4,Worth
Malaria,MO,2013,1,Worth
Malaria,AK,2013,1,Wrangell-Petersburg
Malaria,IA,2013,3,Wright
Malaria,MN,2013,78,Wright
Malaria,MO,2013,9,Wright
Malaria,OH,2013,18,Wyandot
Malaria,KS,2013,57,Wyandotte
Malaria,NY,2013,50,Wyoming
Malaria,PA,2013,41,Wyoming
Malaria,WV,2013,46,Wyoming
Malaria,VA,2013,26,Wythe
Malaria,NC,2013,52,Yadkin
Malaria,WA,2013,110,Yakima
Malaria,AK,2013,0,Yakutat
Malaria,MS,2013,9,Yalobusha
Malaria,OR,2013,177,Yamhill
Malaria,NC,2013,15,Yancey
Malaria,SD,2013,34,Yankton
Malaria,NY,2013,27,Yates
Malaria,AZ,2013,205,Yavapai
Malaria,MS,2013,17,Yazoo
Malaria,AR,2013,18,Yell
Malaria,MN,2013,15,"Yellow Medicine"
Malaria,MT,2013,133,Yellowstone
Malaria,TX,2013,5,Yoakum
Malaria,CA,2013,223,Yolo
Malaria,ME,2013,78,York
Malaria,NE,2013,11,York
Malaria,PA,2013,660,York
Malaria,SC,2013,144,York
Malaria,VA,2013,82,York
Malaria,TX,2013,18,Young
Malaria,CA,2013,74,Yuba
Malaria,AK,2013,4,Yukon-Koyukuk
Malaria,AZ,2013,299,Yuma
Malaria,CO,2013,10,Yuma
Malaria,TX,2013,10,Zapata
Malaria,TX,2013,16,Zavala
Malaria,SD,2013,2,Ziebach
"Malignant tumours",SC,2011,37,Abbeville
"Malignant tumours",LA,2011,42,Acadia
"Malignant tumours",VA,2011,42,Accomack
"Malignant tumours",ID,2011,127,Ada
"Malignant tumours",IA,2011,7,Adair
"Malignant tumours",KY,2011,8,Adair
"Malignant tumours",MO,2011,9,Adair
"Malignant tumours",OK,2011,10,Adair
"Malignant tumours",CO,2011,180,Adams
"Malignant tumours",IA,2011,1,Adams
"Malignant tumours",ID,2011,3,Adams
"Malignant tumours",IL,2011,109,Adams
"Malignant tumours",IN,2011,16,Adams
"Malignant tumours",MS,2011,44,Adams
"Malignant tumours",ND,2011,1,Adams
"Malignant tumours",NE,2011,46,Adams
"Malignant tumours",OH,2011,47,Adams
"Malignant tumours",PA,2011,90,Adams
"Malignant tumours",WA,2011,6,Adams
"Malignant tumours",WI,2011,31,Adams
"Malignant tumours",VT,2011,29,Addison
"Malignant tumours",SC,2011,191,Aiken
"Malignant tumours",MN,2011,8,Aitkin
"Malignant tumours",FL,2011,188,Alachua
"Malignant tumours",NC,2011,132,Alamance
"Malignant tumours",CA,2011,545,Alameda
"Malignant tumours",CO,2011,6,Alamosa
"Malignant tumours",NY,2011,195,Albany
"Malignant tumours",WY,2011,26,Albany
"Malignant tumours",VA,2011,97,Albemarle
"Malignant tumours",MI,2011,11,Alcona
"Malignant tumours",MS,2011,25,Alcorn
"Malignant tumours",AK,2011,3,"Aleutians East"
"Malignant tumours",AK,2011,5,"Aleutians West"
"Malignant tumours",IL,2011,7,Alexander
"Malignant tumours",NC,2011,36,Alexander
"Malignant tumours",VA,2011,178,"Alexandria City"
"Malignant tumours",OK,2011,11,Alfalfa
"Malignant tumours",MI,2011,13,Alger
"Malignant tumours",IA,2011,14,Allamakee
"Malignant tumours",MI,2011,83,Allegan
"Malignant tumours",MD,2011,67,Allegany
"Malignant tumours",NY,2011,52,Allegany
"Malignant tumours",NC,2011,5,Alleghany
"Malignant tumours",VA,2011,10,Alleghany
"Malignant tumours",PA,2011,962,Allegheny
"Malignant tumours",IN,2011,207,Allen
"Malignant tumours",KS,2011,17,Allen
"Malignant tumours",KY,2011,27,Allen
"Malignant tumours",LA,2011,18,Allen
"Malignant tumours",OH,2011,134,Allen
"Malignant tumours",SC,2011,4,Allendale
"Malignant tumours",MI,2011,19,Alpena
"Malignant tumours",CA,2011,0,Alpine
"Malignant tumours",CA,2011,21,Amador
"Malignant tumours",VA,2011,20,Amelia
"Malignant tumours",VA,2011,40,Amherst
"Malignant tumours",MS,2011,9,Amite
"Malignant tumours",AK,2011,84,Anchorage
"Malignant tumours",KS,2011,7,Anderson
"Malignant tumours",KY,2011,21,Anderson
"Malignant tumours",SC,2011,232,Anderson
"Malignant tumours",TN,2011,39,Anderson
"Malignant tumours",TX,2011,52,Anderson
"Malignant tumours",MO,2011,15,Andrew
"Malignant tumours",TX,2011,11,Andrews
"Malignant tumours",ME,2011,27,Androscoggin
"Malignant tumours",TX,2011,50,Angelina
"Malignant tumours",MD,2011,221,"Anne Arundel"
"Malignant tumours",MN,2011,284,Anoka
"Malignant tumours",NC,2011,12,Anson
"Malignant tumours",NE,2011,3,Antelope
"Malignant tumours",MI,2011,33,Antrim
"Malignant tumours",AZ,2011,30,Apache
"Malignant tumours",IA,2011,4,Appanoose
"Malignant tumours",GA,2011,14,Appling
"Malignant tumours",VA,2011,10,Appomattox
"Malignant tumours",TX,2011,9,Aransas
"Malignant tumours",CO,2011,596,Arapahoe
"Malignant tumours",TX,2011,12,Archer
"Malignant tumours",CO,2011,11,Archuleta
"Malignant tumours",MI,2011,23,Arenac
"Malignant tumours",AR,2011,34,Arkansas
"Malignant tumours",VA,2011,295,Arlington
"Malignant tumours",PA,2011,61,Armstrong
"Malignant tumours",TX,2011,0,Armstrong
"Malignant tumours",ME,2011,50,Aroostook
"Malignant tumours",NE,2011,1,Arthur
"Malignant tumours",LA,2011,58,Ascension
"Malignant tumours",NC,2011,21,Ashe
"Malignant tumours",OH,2011,26,Ashland
"Malignant tumours",WI,2011,16,Ashland
"Malignant tumours",AR,2011,11,Ashley
"Malignant tumours",OH,2011,80,Ashtabula
"Malignant tumours",WA,2011,10,Asotin
"Malignant tumours",LA,2011,44,Assumption
"Malignant tumours",TX,2011,33,Atascosa
"Malignant tumours",KS,2011,15,Atchison
"Malignant tumours",MO,2011,5,Atchison
"Malignant tumours",OH,2011,22,Athens
"Malignant tumours",GA,2011,5,Atkinson
"Malignant tumours",NJ,2011,419,Atlantic
"Malignant tumours",OK,2011,14,Atoka
"Malignant tumours",MS,2011,23,Attala
"Malignant tumours",MO,2011,21,Audrain
"Malignant tumours",IA,2011,5,Audubon
"Malignant tumours",OH,2011,72,Auglaize
"Malignant tumours",VA,2011,51,Augusta
"Malignant tumours",SD,2011,4,Aurora
"Malignant tumours",TX,2011,15,Austin
"Malignant tumours",AL,2011,56,Autauga
"Malignant tumours",NC,2011,15,Avery
"Malignant tumours",LA,2011,39,Avoyelles
"Malignant tumours",CO,2011,4,Baca
"Malignant tumours",GA,2011,12,Bacon
"Malignant tumours",TX,2011,4,Bailey
"Malignant tumours",FL,2011,19,Baker
"Malignant tumours",GA,2011,5,Baker
"Malignant tumours",OR,2011,14,Baker
"Malignant tumours",AL,2011,145,Baldwin
"Malignant tumours",GA,2011,41,Baldwin
"Malignant tumours",KY,2011,9,Ballard
"Malignant tumours",MD,2011,1082,Baltimore
"Malignant tumours",MD,2011,747,"Baltimore City"
"Malignant tumours",SC,2011,17,Bamberg
"Malignant tumours",TX,2011,6,Bandera
"Malignant tumours",GA,2011,19,Banks
"Malignant tumours",NE,2011,1,Banner
"Malignant tumours",ID,2011,56,Bannock
"Malignant tumours",MI,2011,6,Baraga
"Malignant tumours",KS,2011,3,Barber
"Malignant tumours",AL,2011,20,Barbour
"Malignant tumours",WV,2011,12,Barbour
"Malignant tumours",ND,2011,10,Barnes
"Malignant tumours",MA,2011,284,Barnstable
"Malignant tumours",SC,2011,15,Barnwell
"Malignant tumours",KY,2011,33,Barren
"Malignant tumours",WI,2011,41,Barron
"Malignant tumours",GA,2011,43,Barrow
"Malignant tumours",MI,2011,21,Barry
"Malignant tumours",MO,2011,48,Barry
"Malignant tumours",IN,2011,49,Bartholomew
"Malignant tumours",KS,2011,40,Barton
"Malignant tumours",MO,2011,22,Barton
"Malignant tumours",GA,2011,74,Bartow
"Malignant tumours",TX,2011,29,Bastrop
"Malignant tumours",MO,2011,8,Bates
"Malignant tumours",KY,2011,5,Bath
"Malignant tumours",VA,2011,1,Bath
"Malignant tumours",AR,2011,20,Baxter
"Malignant tumours",FL,2011,137,Bay
"Malignant tumours",MI,2011,62,Bay
"Malignant tumours",WI,2011,5,Bayfield
"Malignant tumours",TX,2011,2,Baylor
"Malignant tumours",SD,2011,24,Beadle
"Malignant tumours",ID,2011,3,"Bear Lake"
"Malignant tumours",NC,2011,24,Beaufort
"Malignant tumours",SC,2011,73,Beaufort
"Malignant tumours",LA,2011,25,Beauregard
"Malignant tumours",OK,2011,2,Beaver
"Malignant tumours",PA,2011,104,Beaver
"Malignant tumours",UT,2011,3,Beaver
"Malignant tumours",MT,2011,4,Beaverhead
"Malignant tumours",MN,2011,17,Becker
"Malignant tumours",OK,2011,12,Beckham
"Malignant tumours",PA,2011,46,Bedford
"Malignant tumours",TN,2011,32,Bedford
"Malignant tumours",VA,2011,69,Bedford
"Malignant tumours",VA,2011,6,"Bedford City"
"Malignant tumours",TX,2011,10,Bee
"Malignant tumours",NH,2011,65,Belknap
"Malignant tumours",KY,2011,48,Bell
"Malignant tumours",TX,2011,116,Bell
"Malignant tumours",OH,2011,126,Belmont
"Malignant tumours",MN,2011,32,Beltrami
"Malignant tumours",GA,2011,10,"Ben Hill"
"Malignant tumours",ID,2011,6,Benewah
"Malignant tumours",SD,2011,1,Bennett
"Malignant tumours",VT,2011,13,Bennington
"Malignant tumours",ND,2011,4,Benson
"Malignant tumours",CO,2011,1,Bent
"Malignant tumours",AR,2011,86,Benton
"Malignant tumours",IA,2011,31,Benton
"Malignant tumours",IN,2011,3,Benton
"Malignant tumours",MN,2011,39,Benton
"Malignant tumours",MO,2011,32,Benton
"Malignant tumours",MS,2011,7,Benton
"Malignant tumours",OR,2011,27,Benton
"Malignant tumours",TN,2011,4,Benton
"Malignant tumours",WA,2011,230,Benton
"Malignant tumours",MI,2011,23,Benzie
"Malignant tumours",NJ,2011,554,Bergen
"Malignant tumours",SC,2011,72,Berkeley
"Malignant tumours",WV,2011,100,Berkeley
"Malignant tumours",PA,2011,689,Berks
"Malignant tumours",MA,2011,58,Berkshire
"Malignant tumours",NM,2011,215,Bernalillo
"Malignant tumours",GA,2011,18,Berrien
"Malignant tumours",MI,2011,247,Berrien
"Malignant tumours",NC,2011,6,Bertie
"Malignant tumours",AK,2011,9,Bethel
"Malignant tumours",TX,2011,1033,Bexar
"Malignant tumours",AL,2011,27,Bibb
"Malignant tumours",GA,2011,110,Bibb
"Malignant tumours",LA,2011,32,Bienville
"Malignant tumours",MT,2011,3,"Big Horn"
"Malignant tumours",WY,2011,14,"Big Horn"
"Malignant tumours",MN,2011,3,"Big Stone"
"Malignant tumours",ND,2011,0,Billings
"Malignant tumours",ID,2011,21,Bingham
"Malignant tumours",IA,2011,78,"Black Hawk"
"Malignant tumours",IN,2011,6,Blackford
"Malignant tumours",NC,2011,31,Bladen
"Malignant tumours",ID,2011,20,Blaine
"Malignant tumours",MT,2011,3,Blaine
"Malignant tumours",NE,2011,1,Blaine
"Malignant tumours",OK,2011,15,Blaine
"Malignant tumours",PA,2011,55,Blair
"Malignant tumours",TX,2011,7,Blanco
"Malignant tumours",VA,2011,6,Bland
"Malignant tumours",GA,2011,13,Bleckley
"Malignant tumours",TN,2011,5,Bledsoe
"Malignant tumours",AL,2011,107,Blount
"Malignant tumours",TN,2011,69,Blount
"Malignant tumours",MN,2011,98,"Blue Earth"
"Malignant tumours",ID,2011,1,Boise
"Malignant tumours",MS,2011,28,Bolivar
"Malignant tumours",MO,2011,16,Bollinger
"Malignant tumours",SD,2011,5,"Bon Homme"
"Malignant tumours",IL,2011,28,Bond
"Malignant tumours",ID,2011,72,Bonner
"Malignant tumours",ID,2011,63,Bonneville
"Malignant tumours",AR,2011,40,Boone
"Malignant tumours",IA,2011,15,Boone
"Malignant tumours",IL,2011,27,Boone
"Malignant tumours",IN,2011,35,Boone
"Malignant tumours",KY,2011,62,Boone
"Malignant tumours",MO,2011,115,Boone
"Malignant tumours",NE,2011,6,Boone
"Malignant tumours",WV,2011,39,Boone
"Malignant tumours",TX,2011,0,Borden
"Malignant tumours",TX,2011,17,Bosque
"Malignant tumours",LA,2011,86,Bossier
"Malignant tumours",VA,2011,65,Botetourt
"Malignant tumours",ND,2011,5,Bottineau
"Malignant tumours",CO,2011,152,Boulder
"Malignant tumours",ID,2011,7,Boundary
"Malignant tumours",KS,2011,11,Bourbon
"Malignant tumours",KY,2011,27,Bourbon
"Malignant tumours",TX,2011,81,Bowie
"Malignant tumours",ND,2011,0,Bowman
"Malignant tumours",NE,2011,6,"Box Butte"
"Malignant tumours",UT,2011,32,"Box Elder"
"Malignant tumours",KY,2011,15,Boyd
"Malignant tumours",NE,2011,2,Boyd
"Malignant tumours",KY,2011,60,Boyle
"Malignant tumours",KY,2011,6,Bracken
"Malignant tumours",FL,2011,12,Bradford
"Malignant tumours",PA,2011,28,Bradford
"Malignant tumours",AR,2011,11,Bradley
"Malignant tumours",TN,2011,118,Bradley
"Malignant tumours",MI,2011,71,Branch
"Malignant tumours",GA,2011,22,Brantley
"Malignant tumours",WV,2011,9,Braxton
"Malignant tumours",TX,2011,100,Brazoria
"Malignant tumours",TX,2011,97,Brazos
"Malignant tumours",KY,2011,19,Breathitt
"Malignant tumours",KY,2011,12,Breckinridge
"Malignant tumours",IA,2011,23,Bremer
"Malignant tumours",FL,2011,806,Brevard
"Malignant tumours",TX,2011,10,Brewster
"Malignant tumours",TX,2011,2,Briscoe
"Malignant tumours",MA,2011,674,Bristol
"Malignant tumours",RI,2011,80,Bristol
"Malignant tumours",AK,2011,1,"Bristol Bay"
"Malignant tumours",VA,2011,25,"Bristol City"
"Malignant tumours",MT,2011,3,Broadwater
"Malignant tumours",NY,2011,403,Bronx
"Malignant tumours",WV,2011,18,Brooke
"Malignant tumours",SD,2011,17,Brookings
"Malignant tumours",GA,2011,33,Brooks
"Malignant tumours",TX,2011,3,Brooks
"Malignant tumours",NY,2011,245,Broome
"Malignant tumours",CO,2011,26,Broomfield
"Malignant tumours",FL,2011,875,Broward
"Malignant tumours",IL,2011,8,Brown
"Malignant tumours",IN,2011,8,Brown
"Malignant tumours",KS,2011,8,Brown
"Malignant tumours",MN,2011,30,Brown
"Malignant tumours",NE,2011,2,Brown
"Malignant tumours",OH,2011,42,Brown
"Malignant tumours",SD,2011,28,Brown
"Malignant tumours",TX,2011,42,Brown
"Malignant tumours",WI,2011,137,Brown
"Malignant tumours",SD,2011,6,Brule
"Malignant tumours",NC,2011,156,Brunswick
"Malignant tumours",VA,2011,11,Brunswick
"Malignant tumours",GA,2011,10,Bryan
"Malignant tumours",OK,2011,45,Bryan
"Malignant tumours",IA,2011,16,Buchanan
"Malignant tumours",MO,2011,110,Buchanan
"Malignant tumours",VA,2011,11,Buchanan
"Malignant tumours",VA,2011,5,Buckingham
"Malignant tumours",PA,2011,350,Bucks
"Malignant tumours",IA,2011,14,"Buena Vista"
"Malignant tumours",VA,2011,8,"Buena Vista City"
"Malignant tumours",NE,2011,32,Buffalo
"Malignant tumours",SD,2011,1,Buffalo
"Malignant tumours",WI,2011,9,Buffalo
"Malignant tumours",KY,2011,122,Bullitt
"Malignant tumours",GA,2011,84,Bulloch
"Malignant tumours",AL,2011,10,Bullock
"Malignant tumours",NC,2011,145,Buncombe
"Malignant tumours",IL,2011,34,Bureau
"Malignant tumours",GA,2011,19,Burke
"Malignant tumours",NC,2011,81,Burke
"Malignant tumours",ND,2011,1,Burke
"Malignant tumours",ND,2011,35,Burleigh
"Malignant tumours",TX,2011,10,Burleson
"Malignant tumours",NJ,2011,865,Burlington
"Malignant tumours",TX,2011,96,Burnet
"Malignant tumours",WI,2011,9,Burnett
"Malignant tumours",NE,2011,5,Burt
"Malignant tumours",AL,2011,41,Butler
"Malignant tumours",IA,2011,17,Butler
"Malignant tumours",KS,2011,41,Butler
"Malignant tumours",KY,2011,6,Butler
"Malignant tumours",MO,2011,45,Butler
"Malignant tumours",NE,2011,5,Butler
"Malignant tumours",OH,2011,491,Butler
"Malignant tumours",PA,2011,104,Butler
"Malignant tumours",CA,2011,246,Butte
"Malignant tumours",ID,2011,1,Butte
"Malignant tumours",SD,2011,6,Butte
"Malignant tumours",GA,2011,10,Butts
"Malignant tumours",NC,2011,87,Cabarrus
"Malignant tumours",WV,2011,43,Cabell
"Malignant tumours",UT,2011,32,Cache
"Malignant tumours",LA,2011,184,Caddo
"Malignant tumours",OK,2011,35,Caddo
"Malignant tumours",CA,2011,25,Calaveras
"Malignant tumours",LA,2011,73,Calcasieu
"Malignant tumours",KY,2011,6,Caldwell
"Malignant tumours",LA,2011,10,Caldwell
"Malignant tumours",MO,2011,12,Caldwell
"Malignant tumours",NC,2011,89,Caldwell
"Malignant tumours",TX,2011,13,Caldwell
"Malignant tumours",VT,2011,55,Caledonia
"Malignant tumours",AL,2011,84,Calhoun
"Malignant tumours",AR,2011,3,Calhoun
"Malignant tumours",FL,2011,10,Calhoun
"Malignant tumours",GA,2011,3,Calhoun
"Malignant tumours",IA,2011,6,Calhoun
"Malignant tumours",IL,2011,3,Calhoun
"Malignant tumours",MI,2011,68,Calhoun
"Malignant tumours",MS,2011,12,Calhoun
"Malignant tumours",SC,2011,8,Calhoun
"Malignant tumours",TX,2011,13,Calhoun
"Malignant tumours",WV,2011,10,Calhoun
"Malignant tumours",TX,2011,14,Callahan
"Malignant tumours",MO,2011,46,Callaway
"Malignant tumours",KY,2011,31,Calloway
"Malignant tumours",WI,2011,66,Calumet
"Malignant tumours",MD,2011,85,Calvert
"Malignant tumours",ID,2011,0,Camas
"Malignant tumours",PA,2011,104,Cambria
"Malignant tumours",GA,2011,25,Camden
"Malignant tumours",MO,2011,33,Camden
"Malignant tumours",NC,2011,7,Camden
"Malignant tumours",NJ,2011,1132,Camden
"Malignant tumours",LA,2011,14,Cameron
"Malignant tumours",PA,2011,3,Cameron
"Malignant tumours",TX,2011,206,Cameron
"Malignant tumours",TX,2011,7,Camp
"Malignant tumours",KY,2011,85,Campbell
"Malignant tumours",SD,2011,0,Campbell
"Malignant tumours",TN,2011,24,Campbell
"Malignant tumours",VA,2011,57,Campbell
"Malignant tumours",WY,2011,14,Campbell
"Malignant tumours",OK,2011,98,Canadian
"Malignant tumours",GA,2011,10,Candler
"Malignant tumours",TN,2011,7,Cannon
"Malignant tumours",ID,2011,107,Canyon
"Malignant tumours",MO,2011,52,"Cape Girardeau"
"Malignant tumours",NJ,2011,56,"Cape May"
"Malignant tumours",MT,2011,7,Carbon
"Malignant tumours",PA,2011,73,Carbon
"Malignant tumours",UT,2011,16,Carbon
"Malignant tumours",WY,2011,19,Carbon
"Malignant tumours",ID,2011,5,Caribou
"Malignant tumours",KY,2011,4,Carlisle
"Malignant tumours",MN,2011,29,Carlton
"Malignant tumours",MD,2011,46,Caroline
"Malignant tumours",VA,2011,20,Caroline
"Malignant tumours",AR,2011,26,Carroll
"Malignant tumours",GA,2011,45,Carroll
"Malignant tumours",IA,2011,11,Carroll
"Malignant tumours",IL,2011,25,Carroll
"Malignant tumours",IN,2011,19,Carroll
"Malignant tumours",KY,2011,9,Carroll
"Malignant tumours",MD,2011,135,Carroll
"Malignant tumours",MO,2011,7,Carroll
"Malignant tumours",MS,2011,4,Carroll
"Malignant tumours",NH,2011,53,Carroll
"Malignant tumours",OH,2011,30,Carroll
"Malignant tumours",TN,2011,33,Carroll
"Malignant tumours",VA,2011,24,Carroll
"Malignant tumours",TX,2011,7,Carson
"Malignant tumours",NV,2011,66,"Carson City"
"Malignant tumours",KY,2011,29,Carter
"Malignant tumours",MO,2011,11,Carter
"Malignant tumours",MT,2011,1,Carter
"Malignant tumours",OK,2011,33,Carter
"Malignant tumours",TN,2011,95,Carter
"Malignant tumours",NC,2011,42,Carteret
"Malignant tumours",MN,2011,83,Carver
"Malignant tumours",MT,2011,44,Cascade
"Malignant tumours",KY,2011,15,Casey
"Malignant tumours",IA,2011,7,Cass
"Malignant tumours",IL,2011,27,Cass
"Malignant tumours",IN,2011,55,Cass
"Malignant tumours",MI,2011,25,Cass
"Malignant tumours",MN,2011,13,Cass
"Malignant tumours",MO,2011,213,Cass
"Malignant tumours",ND,2011,71,Cass
"Malignant tumours",NE,2011,30,Cass
"Malignant tumours",TX,2011,33,Cass
"Malignant tumours",ID,2011,16,Cassia
"Malignant tumours",TX,2011,1,Castro
"Malignant tumours",NC,2011,19,Caswell
"Malignant tumours",LA,2011,5,Catahoula
"Malignant tumours",NC,2011,51,Catawba
"Malignant tumours",GA,2011,36,Catoosa
"Malignant tumours",NM,2011,4,Catron
"Malignant tumours",NY,2011,101,Cattaraugus
"Malignant tumours",ND,2011,1,Cavalier
"Malignant tumours",NY,2011,64,Cayuga
"Malignant tumours",MD,2011,70,Cecil
"Malignant tumours",IA,2011,16,Cedar
"Malignant tumours",MO,2011,13,Cedar
"Malignant tumours",NE,2011,13,Cedar
"Malignant tumours",PA,2011,232,Centre
"Malignant tumours",IA,2011,40,"Cerro Gordo"
"Malignant tumours",CO,2011,20,Chaffee
"Malignant tumours",AL,2011,52,Chambers
"Malignant tumours",TX,2011,40,Chambers
"Malignant tumours",IL,2011,99,Champaign
"Malignant tumours",OH,2011,49,Champaign
"Malignant tumours",MO,2011,9,Chariton
"Malignant tumours",MD,2011,67,Charles
"Malignant tumours",VA,2011,4,"Charles City"
