@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R3,5_clustered'

@attribute Instance_number numeric
@attribute disease_name {'Cerebrovascular Disease',Cholera,'Chronic lower respiratory diseases','Diabetes mellitus','Diarrheal Diseases',HIV/AIDS,'Influenza and pneumonia',Malaria,'Malignant tumours',Tuberculosis}
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute no_of_death numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
30539,'Diabetes mellitus',TN,39,cluster4
30540,'Cerebrovascular Disease',IN,19,cluster3
30541,Tuberculosis,AL,25,cluster6
30542,'Diabetes mellitus',GA,62,cluster4
30543,HIV/AIDS,NC,72,cluster0
30544,'Chronic lower respiratory diseases',KS,2,cluster5
30545,Cholera,KS,6,cluster9
30546,Malaria,KS,2,cluster7
30547,Tuberculosis,OH,11,cluster6
30548,'Cerebrovascular Disease',SC,62,cluster3
30549,Cholera,IL,11,cluster9
30550,'Cerebrovascular Disease',AL,58,cluster3
30551,'Chronic lower respiratory diseases',WI,105,cluster5
30552,Malaria,KY,6,cluster7
30553,'Malignant tumours',OR,448,cluster2
30554,'Influenza and pneumonia',WV,5,cluster8
30555,'Diabetes mellitus',PA,42,cluster4
30556,Cholera,WV,43,cluster9
30557,'Influenza and pneumonia',MI,122,cluster8
30558,HIV/AIDS,TX,5,cluster0
30559,Cholera,CA,174,cluster9
30560,Malaria,TX,74,cluster7
30561,Cholera,TX,25,cluster9
30562,'Diarrheal Diseases',IA,13,cluster1
30563,'Diabetes mellitus',CO,132,cluster4
30564,Tuberculosis,CA,175,cluster6
30565,'Diabetes mellitus',NC,68,cluster4
30566,Tuberculosis,FL,41,cluster6
30567,Tuberculosis,MT,11,cluster6
30568,'Malignant tumours',ID,15,cluster2
30569,Cholera,MI,24,cluster9
30570,'Chronic lower respiratory diseases',MN,3,cluster5
30571,'Chronic lower respiratory diseases',TN,15,cluster5
30572,'Influenza and pneumonia',IA,13,cluster8
30573,'Diabetes mellitus',OK,47,cluster4
30574,'Cerebrovascular Disease',MN,19,cluster3
30575,HIV/AIDS,WI,55,cluster0
30576,Cholera,NJ,151,cluster9
30577,'Cerebrovascular Disease',ND,5,cluster3
30578,'Diabetes mellitus',GA,4,cluster4
30579,'Diarrheal Diseases',AR,19,cluster1
30580,'Influenza and pneumonia',WA,1,cluster8
30581,HIV/AIDS,GA,18,cluster0
30582,Cholera,TX,1,cluster9
30583,Cholera,AL,72,cluster9
30584,'Cerebrovascular Disease',MN,25,cluster3
30585,'Diarrheal Diseases',MS,90,cluster1
30586,Malaria,OH,20,cluster7
30587,Cholera,MS,20,cluster9
30588,'Diarrheal Diseases',IN,21,cluster1
30589,'Malignant tumours',GA,8,cluster2
30590,HIV/AIDS,IA,76,cluster0
30591,Tuberculosis,ID,14,cluster6
30592,'Diabetes mellitus',NY,57,cluster4
30593,HIV/AIDS,IN,30,cluster0
30594,Tuberculosis,WA,3,cluster6
30595,'Influenza and pneumonia',CA,39,cluster8
30596,Malaria,IA,5,cluster7
30597,'Chronic lower respiratory diseases',SD,4,cluster5
30598,'Chronic lower respiratory diseases',WI,54,cluster5
30599,'Chronic lower respiratory diseases',IA,11,cluster5
30600,Cholera,IA,12,cluster9
30601,HIV/AIDS,VA,32,cluster0
30602,HIV/AIDS,MO,8,cluster0
30603,'Diarrheal Diseases',NC,62,cluster1
30604,'Influenza and pneumonia',MS,26,cluster8
30605,'Diabetes mellitus',MT,11,cluster4
30606,'Influenza and pneumonia',IL,4,cluster8
30607,'Influenza and pneumonia',TX,18,cluster8
30608,'Influenza and pneumonia',NJ,432,cluster8
30609,Tuberculosis,CO,1,cluster6
30610,Tuberculosis,MO,44,cluster6
30611,Tuberculosis,VA,36,cluster6
30612,'Malignant tumours',FL,1330,cluster2
30613,'Influenza and pneumonia',VA,32,cluster8
30614,Tuberculosis,SD,1,cluster6
30615,Cholera,ND,15,cluster9
30616,'Influenza and pneumonia',NH,80,cluster8
30617,HIV/AIDS,WI,21,cluster0
30618,'Diarrheal Diseases',TN,38,cluster1
30619,'Diarrheal Diseases',LA,21,cluster1
30620,'Cerebrovascular Disease',IA,7,cluster3
30621,Malaria,MS,81,cluster7
30622,'Diarrheal Diseases',FL,421,cluster1
30623,'Chronic lower respiratory diseases',TX,23,cluster5
30624,'Diabetes mellitus',MN,9,cluster4
30625,'Diabetes mellitus',NM,4,cluster4
30626,'Malignant tumours',IN,185,cluster2
30627,'Diarrheal Diseases',ND,0,cluster1
30628,HIV/AIDS,WY,6,cluster0
30629,'Influenza and pneumonia',AL,13,cluster8
30630,'Malignant tumours',KY,18,cluster2
30631,'Diabetes mellitus',TN,135,cluster4
30632,'Chronic lower respiratory diseases',SD,125,cluster5
30633,HIV/AIDS,CO,7,cluster0
30634,'Cerebrovascular Disease',UT,144,cluster3
30635,Cholera,KS,8,cluster9
30636,HIV/AIDS,TX,29,cluster0
30637,'Malignant tumours',IL,4,cluster2
30638,'Cerebrovascular Disease',MO,13,cluster3
30639,'Malignant tumours',IA,41,cluster2
30640,'Malignant tumours',AL,56,cluster2
30641,Malaria,NH,111,cluster7
30642,HIV/AIDS,VA,15,cluster0
30643,'Influenza and pneumonia',NC,188,cluster8
30644,HIV/AIDS,OH,12,cluster0
30645,'Malignant tumours',CO,1030,cluster2
30646,'Cerebrovascular Disease',IA,19,cluster3
30647,'Cerebrovascular Disease',TX,1,cluster3
30648,'Diarrheal Diseases',VA,29,cluster1
30649,'Chronic lower respiratory diseases',MO,63,cluster5
30650,'Diabetes mellitus',GA,46,cluster4
30651,'Influenza and pneumonia',FL,84,cluster8
30652,'Malignant tumours',GA,25,cluster2
30653,'Diabetes mellitus',CA,710,cluster4
30654,'Diabetes mellitus',TN,56,cluster4
30655,HIV/AIDS,MO,23,cluster0
30656,'Malignant tumours',KS,4,cluster2
30657,'Malignant tumours',OH,80,cluster2
30658,'Diabetes mellitus',TN,45,cluster4
30659,'Diabetes mellitus',OK,10,cluster4
30660,'Diabetes mellitus',OH,7,cluster4
30661,'Influenza and pneumonia',KY,8,cluster8
30662,Tuberculosis,SD,17,cluster6
30663,Malaria,MN,4,cluster7
30664,'Malignant tumours',FL,10,cluster2
30665,Malaria,KY,11,cluster7
30666,Cholera,IL,5,cluster9
30667,'Diabetes mellitus',IA,5,cluster4
30668,'Diarrheal Diseases',IL,15,cluster1
30669,'Influenza and pneumonia',NE,38,cluster8
30670,Tuberculosis,IN,13,cluster6
30671,'Malignant tumours',TX,14,cluster2
30672,'Influenza and pneumonia',KY,35,cluster8
30673,Cholera,NE,3,cluster9
30674,Malaria,IA,4,cluster7
30675,'Diabetes mellitus',NC,139,cluster4
30676,'Cerebrovascular Disease',PA,301,cluster3
30677,'Chronic lower respiratory diseases',IA,258,cluster5
30678,'Cerebrovascular Disease',WV,22,cluster3
30679,'Cerebrovascular Disease',AR,13,cluster3
30680,HIV/AIDS,AR,5,cluster0
30681,Tuberculosis,IA,8,cluster6
30682,'Cerebrovascular Disease',WA,11,cluster3
30683,Malaria,NE,0,cluster7
30684,'Cerebrovascular Disease',MO,116,cluster3
30685,'Influenza and pneumonia',IN,24,cluster8
30686,'Influenza and pneumonia',CO,3,cluster8
30687,'Cerebrovascular Disease',TX,12,cluster3
30688,'Malignant tumours',GA,4,cluster2
30689,Malaria,TX,3,cluster7
30690,'Influenza and pneumonia',OH,23,cluster8
30691,'Malignant tumours',MO,22,cluster2
30692,Cholera,PA,30,cluster9
30693,'Chronic lower respiratory diseases',NE,18,cluster5
30694,'Diabetes mellitus',TX,168,cluster4
30695,HIV/AIDS,MS,12,cluster0
30696,HIV/AIDS,IN,29,cluster0
30697,'Diabetes mellitus',WI,44,cluster4
30698,Cholera,TX,12,cluster9
30699,'Malignant tumours',IA,8,cluster2
30700,'Diabetes mellitus',TX,804,cluster4
30701,'Influenza and pneumonia',NE,1,cluster8
30702,'Malignant tumours',IA,18,cluster2
30703,HIV/AIDS,WI,48,cluster0
30704,'Cerebrovascular Disease',ND,1,cluster3
30705,Malaria,OK,2,cluster7
30706,'Cerebrovascular Disease',OH,34,cluster3
30707,'Chronic lower respiratory diseases',TN,605,cluster5
30708,'Chronic lower respiratory diseases',MO,5,cluster5
30709,'Chronic lower respiratory diseases',TN,30,cluster5
30710,'Diarrheal Diseases',GA,6,cluster1
30711,'Diabetes mellitus',IL,82,cluster4
30712,Malaria,NY,1097,cluster7
30713,'Chronic lower respiratory diseases',VA,3,cluster5
30714,'Influenza and pneumonia',AL,10,cluster8
30715,HIV/AIDS,KY,15,cluster0
30716,'Diabetes mellitus',CO,1,cluster4
30717,'Malignant tumours',MN,1,cluster2
30718,'Chronic lower respiratory diseases',WV,22,cluster5
30719,Tuberculosis,VA,34,cluster6
30720,Cholera,LA,7,cluster9
30721,Cholera,NE,1,cluster9
30722,'Chronic lower respiratory diseases',TN,26,cluster5
30723,'Malignant tumours',VA,35,cluster2
30724,'Diarrheal Diseases',AL,32,cluster1
30725,'Diabetes mellitus',AL,627,cluster4
30726,Malaria,NC,66,cluster7
30727,'Diarrheal Diseases',MS,6,cluster1
30728,'Diarrheal Diseases',TN,19,cluster1
30729,Tuberculosis,TX,8,cluster6
30730,HIV/AIDS,OK,39,cluster0
30731,Malaria,KS,0,cluster7
30732,HIV/AIDS,PA,14,cluster0
30733,HIV/AIDS,MT,45,cluster0
30734,'Malignant tumours',VA,28,cluster2
30735,'Cerebrovascular Disease',GA,18,cluster3
30736,Cholera,OH,92,cluster9
30737,HIV/AIDS,SD,167,cluster0
30738,Cholera,KY,17,cluster9
30739,'Chronic lower respiratory diseases',GA,25,cluster5
30740,'Influenza and pneumonia',FL,5,cluster8
30741,HIV/AIDS,FL,164,cluster0
30742,'Cerebrovascular Disease',GA,123,cluster3
30743,'Malignant tumours',MI,20,cluster2
30744,'Chronic lower respiratory diseases',OH,39,cluster5
30745,HIV/AIDS,TX,2,cluster0
30746,HIV/AIDS,VA,2,cluster0
30747,Malaria,OR,25,cluster7
30748,Malaria,OR,23,cluster7
30749,'Diabetes mellitus',TN,23,cluster4
30750,HIV/AIDS,IL,2,cluster0
30751,'Influenza and pneumonia',NE,0,cluster8
30752,Tuberculosis,CA,147,cluster6
30753,'Diarrheal Diseases',IL,10,cluster1
30754,'Chronic lower respiratory diseases',MO,21,cluster5
30755,HIV/AIDS,NE,21,cluster0
30756,Tuberculosis,PA,23,cluster6
30757,HIV/AIDS,IL,39,cluster0
30758,'Cerebrovascular Disease',PA,531,cluster3
30759,'Cerebrovascular Disease',TX,14,cluster3
30760,HIV/AIDS,MS,4,cluster0
30761,'Chronic lower respiratory diseases',NM,22,cluster5
30762,Malaria,FL,106,cluster7
30763,Malaria,KY,82,cluster7
30764,'Malignant tumours',TX,519,cluster2
30765,'Diabetes mellitus',KY,24,cluster4
30766,'Influenza and pneumonia',WI,1,cluster8
30767,'Diarrheal Diseases',UT,2,cluster1
30768,'Chronic lower respiratory diseases',VA,20,cluster5
30769,'Chronic lower respiratory diseases',CO,14,cluster5
30770,'Chronic lower respiratory diseases',GA,40,cluster5
30771,'Diabetes mellitus',TX,3,cluster4
30772,Tuberculosis,WA,35,cluster6
30773,'Cerebrovascular Disease',MN,19,cluster3
30774,'Malignant tumours',IA,16,cluster2
30775,'Chronic lower respiratory diseases',GA,56,cluster5
30776,'Diarrheal Diseases',GA,291,cluster1
30777,Cholera,VA,33,cluster9
30778,'Diabetes mellitus',WV,50,cluster4
30779,Malaria,FL,17,cluster7
30780,Malaria,VA,48,cluster7
30781,'Cerebrovascular Disease',IN,63,cluster3
30782,Cholera,IL,21,cluster9
30783,'Cerebrovascular Disease',TX,39,cluster3
30784,'Malignant tumours',NJ,350,cluster2
30785,HIV/AIDS,AL,64,cluster0
30786,Tuberculosis,MS,15,cluster6
30787,Cholera,MO,17,cluster9
30788,HIV/AIDS,ID,14,cluster0
30789,HIV/AIDS,OH,91,cluster0
30790,'Diabetes mellitus',NE,24,cluster4
30791,Tuberculosis,AK,2,cluster6
30792,'Cerebrovascular Disease',GA,12,cluster3
30793,'Malignant tumours',PA,16,cluster2
30794,'Diabetes mellitus',TX,1,cluster4
30795,'Cerebrovascular Disease',MT,0,cluster3
30796,'Influenza and pneumonia',ID,10,cluster8
30797,Tuberculosis,AR,388,cluster6
30798,'Diarrheal Diseases',MT,9,cluster1
30799,Malaria,SC,31,cluster7
30800,'Cerebrovascular Disease',NE,11,cluster3
30801,'Chronic lower respiratory diseases',WI,12,cluster5
30802,Cholera,MO,10,cluster9
30803,'Chronic lower respiratory diseases',UT,69,cluster5
30804,'Malignant tumours',AZ,19,cluster2
30805,'Influenza and pneumonia',NM,8,cluster8
30806,'Diabetes mellitus',MO,81,cluster4
30807,'Chronic lower respiratory diseases',MO,27,cluster5
30808,Tuberculosis,OH,21,cluster6
30809,Cholera,OK,42,cluster9
30810,Malaria,TX,18,cluster7
30811,Cholera,NY,115,cluster9
30812,Tuberculosis,SD,1,cluster6
30813,'Chronic lower respiratory diseases',OH,35,cluster5
30814,'Influenza and pneumonia',MO,7,cluster8
30815,'Cerebrovascular Disease',VA,80,cluster3
30816,'Influenza and pneumonia',TX,20,cluster8
30817,'Malignant tumours',PA,747,cluster2
30818,'Chronic lower respiratory diseases',OH,201,cluster5
30819,'Diabetes mellitus',NV,7,cluster4
30820,Cholera,MN,34,cluster9
30821,'Malignant tumours',TX,7,cluster2
30822,Malaria,TX,1,cluster7
30823,Tuberculosis,OH,15,cluster6
30824,'Influenza and pneumonia',NH,67,cluster8
30825,'Chronic lower respiratory diseases',AR,6,cluster5
30826,Malaria,IA,9,cluster7
30827,HIV/AIDS,MO,23,cluster0
30828,Cholera,FL,126,cluster9
30829,HIV/AIDS,IL,11,cluster0
30830,'Chronic lower respiratory diseases',NE,1,cluster5
30831,'Cerebrovascular Disease',MA,772,cluster3
30832,'Malignant tumours',UT,16,cluster2
30833,'Malignant tumours',TX,1795,cluster2
30834,Malaria,VA,8,cluster7
30835,Malaria,MD,94,cluster7
30836,'Malignant tumours',CA,80,cluster2
30837,'Diabetes mellitus',OH,105,cluster4
30838,'Diarrheal Diseases',AR,32,cluster1
30839,Tuberculosis,ND,5,cluster6
30840,HIV/AIDS,WI,50,cluster0
30841,'Influenza and pneumonia',IA,9,cluster8
30842,Malaria,MS,8,cluster7
30843,'Chronic lower respiratory diseases',KY,11,cluster5
30844,'Cerebrovascular Disease',SD,9,cluster3
30845,'Diabetes mellitus',SC,148,cluster4
30846,Cholera,VA,43,cluster9
30847,Malaria,TX,121,cluster7
30848,'Diabetes mellitus',NY,301,cluster4
30849,Tuberculosis,MT,4,cluster6
30850,'Chronic lower respiratory diseases',MD,78,cluster5
30851,'Chronic lower respiratory diseases',AL,34,cluster5
30852,Cholera,LA,20,cluster9
30853,Malaria,IL,58,cluster7
30854,'Diarrheal Diseases',GA,89,cluster1
30855,Cholera,NC,11,cluster9
30856,'Chronic lower respiratory diseases',IL,20,cluster5
30857,Cholera,KY,33,cluster9
30858,Malaria,MN,19,cluster7
30859,Malaria,AR,6,cluster7
30860,Tuberculosis,NY,158,cluster6
30861,'Chronic lower respiratory diseases',AL,27,cluster5
30862,'Diarrheal Diseases',IN,103,cluster1
30863,Malaria,GA,31,cluster7
30864,'Cerebrovascular Disease',ND,49,cluster3
30865,'Malignant tumours',TX,35,cluster2
30866,Malaria,KY,58,cluster7
30867,Tuberculosis,WI,51,cluster6
30868,Malaria,MN,22,cluster7
30869,Cholera,MO,1,cluster9
30870,Cholera,GA,16,cluster9
30871,Malaria,NY,50,cluster7
30872,Malaria,MN,55,cluster7
30873,HIV/AIDS,MI,48,cluster0
30874,'Diabetes mellitus',WI,6,cluster4
30875,'Influenza and pneumonia',KS,130,cluster8
30876,Malaria,ID,7,cluster7
30877,Cholera,UT,15,cluster9
30878,'Chronic lower respiratory diseases',GA,7,cluster5
30879,Tuberculosis,NC,6,cluster6
30880,'Chronic lower respiratory diseases',CA,162,cluster5
30881,HIV/AIDS,KY,17,cluster0
30882,Cholera,IA,60,cluster9
30883,'Malignant tumours',TX,31,cluster2
30884,'Diabetes mellitus',AR,28,cluster4
30885,HIV/AIDS,NM,5,cluster0
30886,'Diabetes mellitus',TX,3,cluster4
30887,Cholera,NE,0,cluster9
30888,'Influenza and pneumonia',TX,1,cluster8
30889,HIV/AIDS,NM,37,cluster0
30890,Cholera,TX,60,cluster9
30891,HIV/AIDS,TX,0,cluster0
30892,Tuberculosis,AR,12,cluster6
30893,Malaria,KY,5,cluster7
30894,HIV/AIDS,SD,23,cluster0
30895,'Influenza and pneumonia',KS,62,cluster8
30896,'Chronic lower respiratory diseases',MO,6,cluster5
30897,'Malignant tumours',TX,1,cluster2
30898,Cholera,NM,8,cluster9
30899,HIV/AIDS,NY,152,cluster0
30900,'Malignant tumours',NE,7,cluster2
30901,'Influenza and pneumonia',TX,15,cluster8
30902,Tuberculosis,AL,32,cluster6
30903,'Diabetes mellitus',MO,126,cluster4
30904,'Diarrheal Diseases',MO,44,cluster1
30905,'Diarrheal Diseases',IN,5,cluster1
30906,'Diarrheal Diseases',MS,5,cluster1
30907,Cholera,TX,0,cluster9
30908,Cholera,OK,33,cluster9
30909,'Chronic lower respiratory diseases',TN,273,cluster5
30910,Malaria,KS,54,cluster7
30911,'Diabetes mellitus',MN,3,cluster4
30912,Tuberculosis,AL,9,cluster6
30913,Tuberculosis,KS,28,cluster6
30914,'Cerebrovascular Disease',ME,47,cluster3
30915,'Diarrheal Diseases',IL,73,cluster1
30916,Malaria,CO,1,cluster7
30917,Tuberculosis,GA,135,cluster6
30918,'Diarrheal Diseases',VT,65,cluster1
30919,'Influenza and pneumonia',IN,246,cluster8
30920,Malaria,OR,45,cluster7
30921,'Chronic lower respiratory diseases',TX,6,cluster5
30922,'Chronic lower respiratory diseases',KS,3,cluster5
30923,'Cerebrovascular Disease',MI,118,cluster3
30924,Malaria,KY,28,cluster7
30925,'Diabetes mellitus',TN,217,cluster4
30926,'Cerebrovascular Disease',IN,32,cluster3
30927,HIV/AIDS,NV,9,cluster0
30928,Cholera,SC,15,cluster9
30929,'Cerebrovascular Disease',SD,63,cluster3
30930,'Diarrheal Diseases',GA,2,cluster1
30931,Tuberculosis,IA,8,cluster6
30932,Malaria,WY,10,cluster7
30933,Tuberculosis,AR,6,cluster6
30934,Malaria,SC,4,cluster7
30935,'Chronic lower respiratory diseases',NC,257,cluster5
30936,Tuberculosis,TX,38,cluster6
30937,'Malignant tumours',SD,4,cluster2
30938,'Chronic lower respiratory diseases',IL,49,cluster5
30939,Tuberculosis,CA,1019,cluster6
30940,'Diabetes mellitus',NJ,91,cluster4
30941,'Diabetes mellitus',MT,3,cluster4
30942,'Diabetes mellitus',TX,4,cluster4
30943,'Diarrheal Diseases',IA,6,cluster1
30944,'Diarrheal Diseases',MI,21,cluster1
30945,Cholera,TX,186,cluster9
30946,Malaria,PA,57,cluster7
30947,Cholera,GA,24,cluster9
30948,'Influenza and pneumonia',WI,83,cluster8
30949,Tuberculosis,NM,6,cluster6
30950,HIV/AIDS,NC,11,cluster0
30951,'Diarrheal Diseases',NC,1608,cluster1
30952,Cholera,IA,78,cluster9
30953,'Influenza and pneumonia',NY,66,cluster8
30954,Malaria,WY,9,cluster7
30955,'Diarrheal Diseases',NM,7,cluster1
30956,'Diabetes mellitus',IN,14,cluster4
30957,Tuberculosis,AL,8,cluster6
30958,'Diarrheal Diseases',MD,46,cluster1
30959,'Diabetes mellitus',CO,36,cluster4
30960,HIV/AIDS,AL,66,cluster0
30961,Malaria,AR,33,cluster7
30962,'Diarrheal Diseases',IA,25,cluster1
30963,HIV/AIDS,NH,96,cluster0
30964,Malaria,OH,79,cluster7
30965,Cholera,LA,31,cluster9
30966,HIV/AIDS,RI,243,cluster0
30967,'Influenza and pneumonia',CA,256,cluster8
30968,'Diarrheal Diseases',AL,38,cluster1
30969,HIV/AIDS,SD,6,cluster0
30970,HIV/AIDS,IA,6,cluster0
30971,HIV/AIDS,AL,280,cluster0
30972,Tuberculosis,KY,27,cluster6
30973,'Influenza and pneumonia',SD,1,cluster8
30974,'Diabetes mellitus',IA,14,cluster4
30975,'Diarrheal Diseases',GA,25,cluster1
30976,Cholera,CO,19,cluster9
30977,'Chronic lower respiratory diseases',NE,4,cluster5
30978,'Diarrheal Diseases',TX,6,cluster1
30979,HIV/AIDS,OR,32,cluster0
30980,'Influenza and pneumonia',GA,2,cluster8
30981,Tuberculosis,FL,30,cluster6
30982,'Chronic lower respiratory diseases',SC,99,cluster5
30983,'Cerebrovascular Disease',IA,10,cluster3
30984,Tuberculosis,IL,195,cluster6
30985,Tuberculosis,IN,61,cluster6
30986,HIV/AIDS,TX,2,cluster0
30987,Tuberculosis,TX,51,cluster6
30988,'Cerebrovascular Disease',TX,1,cluster3
30989,'Malignant tumours',NE,0,cluster2
30990,'Malignant tumours',MN,37,cluster2
30991,HIV/AIDS,ID,276,cluster0
30992,HIV/AIDS,IN,82,cluster0
30993,'Malignant tumours',VA,6,cluster2
30994,'Cerebrovascular Disease',KS,1,cluster3
30995,Malaria,NM,1,cluster7
30996,'Malignant tumours',IL,78,cluster2
30997,Cholera,OK,3,cluster9
30998,HIV/AIDS,OH,13,cluster0
30999,'Diabetes mellitus',TX,13,cluster4
31000,'Diarrheal Diseases',MS,5,cluster1
31001,'Malignant tumours',ID,23,cluster2
31002,Cholera,IN,208,cluster9
31003,'Chronic lower respiratory diseases',AR,17,cluster5
31004,'Chronic lower respiratory diseases',IN,24,cluster5
31005,'Influenza and pneumonia',OK,9,cluster8
31006,'Cerebrovascular Disease',GA,9,cluster3
31007,Tuberculosis,TN,32,cluster6
31008,Malaria,ND,2,cluster7
31009,'Chronic lower respiratory diseases',ME,34,cluster5
31010,Cholera,VT,28,cluster9
31011,Tuberculosis,AZ,112,cluster6
31012,'Influenza and pneumonia',CO,10,cluster8
31013,Malaria,NY,311,cluster7
31014,'Diabetes mellitus',CA,7520,cluster4
31015,'Diabetes mellitus',WV,7,cluster4
31016,Cholera,GA,904,cluster9
31017,HIV/AIDS,NE,7,cluster0
31018,'Malignant tumours',CO,20,cluster2
31019,HIV/AIDS,KY,10,cluster0
31020,Malaria,AK,31,cluster7
31021,'Chronic lower respiratory diseases',IN,3,cluster5
31022,'Diabetes mellitus',SC,97,cluster4
31023,'Diabetes mellitus',MI,9,cluster4
31024,'Cerebrovascular Disease',IL,62,cluster3
31025,HIV/AIDS,VA,86,cluster0
31026,'Diarrheal Diseases',MO,4,cluster1
31027,HIV/AIDS,GA,32,cluster0
31028,'Diarrheal Diseases',VA,19,cluster1
31029,'Chronic lower respiratory diseases',PA,33,cluster5
31030,'Malignant tumours',MS,59,cluster2
31031,Malaria,VT,11,cluster7
31032,'Chronic lower respiratory diseases',FL,424,cluster5
31033,'Chronic lower respiratory diseases',WV,5,cluster5
31034,Cholera,AL,10,cluster9
31035,'Influenza and pneumonia',IL,25,cluster8
31036,'Cerebrovascular Disease',KY,32,cluster3
31037,'Diarrheal Diseases',ID,14,cluster1
31038,Malaria,MN,18,cluster7
31039,HIV/AIDS,SD,1,cluster0
31040,'Influenza and pneumonia',CO,70,cluster8
31041,HIV/AIDS,NY,16,cluster0
31042,'Diabetes mellitus',NY,86,cluster4
31043,'Diabetes mellitus',TX,61,cluster4
31044,Tuberculosis,MS,12,cluster6
31045,'Malignant tumours',ME,14,cluster2
31046,Tuberculosis,CO,14,cluster6
31047,'Influenza and pneumonia',KY,18,cluster8
31048,Tuberculosis,TX,2,cluster6
31049,Malaria,TN,69,cluster7
31050,HIV/AIDS,TX,26,cluster0
31051,'Malignant tumours',MN,14,cluster2
31052,'Chronic lower respiratory diseases',TX,12,cluster5
31053,Malaria,FL,95,cluster7
31054,Tuberculosis,VA,32,cluster6
31055,Cholera,LA,6,cluster9
31056,Tuberculosis,VA,77,cluster6
31057,'Diabetes mellitus',SC,50,cluster4
31058,HIV/AIDS,GA,60,cluster0
31059,'Diarrheal Diseases',TN,15,cluster1
31060,HIV/AIDS,MN,3,cluster0
31061,Tuberculosis,ND,9,cluster6
31062,HIV/AIDS,MO,66,cluster0
31063,'Diabetes mellitus',CO,476,cluster4
31064,'Diarrheal Diseases',MN,4,cluster1
31065,HIV/AIDS,CO,82,cluster0
31066,'Diabetes mellitus',WI,9,cluster4
31067,'Cerebrovascular Disease',OH,23,cluster3
31068,Tuberculosis,IN,36,cluster6
31069,'Malignant tumours',MS,8,cluster2
31070,Cholera,TN,1,cluster9
31071,'Diabetes mellitus',IN,29,cluster4
31072,Malaria,PA,165,cluster7
31073,'Diarrheal Diseases',NJ,363,cluster1
31074,'Influenza and pneumonia',MS,4,cluster8
31075,'Cerebrovascular Disease',NY,15,cluster3
31076,'Influenza and pneumonia',AK,88,cluster8
31077,Tuberculosis,TN,57,cluster6
31078,'Diabetes mellitus',ND,57,cluster4
31079,HIV/AIDS,TX,6,cluster0
31080,'Diarrheal Diseases',IL,25,cluster1
31081,Malaria,OK,33,cluster7
31082,'Chronic lower respiratory diseases',NY,48,cluster5
31083,'Diabetes mellitus',SC,45,cluster4
31084,Cholera,KS,2,cluster9
31085,Cholera,GA,14,cluster9
31086,'Malignant tumours',VA,123,cluster2
31087,Cholera,GA,21,cluster9
31088,Tuberculosis,ID,3,cluster6
31089,Tuberculosis,NC,11,cluster6
31090,'Malignant tumours',OK,105,cluster2
31091,Tuberculosis,IA,3,cluster6
31092,'Influenza and pneumonia',MD,116,cluster8
31093,HIV/AIDS,NC,24,cluster0
31094,'Malignant tumours',CA,98,cluster2
31095,Cholera,MI,253,cluster9
31096,'Influenza and pneumonia',PA,1157,cluster8
31097,'Diarrheal Diseases',OH,101,cluster1
31098,'Diabetes mellitus',IA,9,cluster4
31099,Cholera,WY,17,cluster9
31100,HIV/AIDS,OK,2,cluster0
31101,Cholera,MS,59,cluster9
31102,Cholera,WI,612,cluster9
31103,Malaria,TX,22,cluster7
31104,'Influenza and pneumonia',CA,33,cluster8
31105,Cholera,MO,25,cluster9
31106,Tuberculosis,ND,2,cluster6
31107,'Cerebrovascular Disease',VA,51,cluster3
31108,Malaria,MI,28,cluster7
31109,'Cerebrovascular Disease',TN,6,cluster3
31110,Malaria,CO,233,cluster7
31111,Tuberculosis,ID,9,cluster6
31112,'Cerebrovascular Disease',NE,2,cluster3
31113,'Chronic lower respiratory diseases',GA,6,cluster5
31114,'Diarrheal Diseases',KS,9,cluster1
31115,Tuberculosis,VA,30,cluster6
31116,'Cerebrovascular Disease',CO,228,cluster3
31117,'Cerebrovascular Disease',TX,6,cluster3
31118,'Malignant tumours',AZ,2,cluster2
31119,Cholera,GA,4,cluster9
31120,'Cerebrovascular Disease',ND,13,cluster3
31121,Tuberculosis,IL,18,cluster6
31122,Cholera,VA,9,cluster9
31123,'Chronic lower respiratory diseases',TN,16,cluster5
31124,'Chronic lower respiratory diseases',KY,3,cluster5
31125,'Malignant tumours',OK,5,cluster2
31126,'Cerebrovascular Disease',WY,25,cluster3
31127,'Cerebrovascular Disease',KS,18,cluster3
31128,Malaria,PA,125,cluster7
31129,Malaria,TX,49,cluster7
31130,'Influenza and pneumonia',KS,107,cluster8
31131,HIV/AIDS,MO,10,cluster0
31132,Cholera,TN,161,cluster9
31133,'Cerebrovascular Disease',WI,123,cluster3
31134,Cholera,MT,4,cluster9
31135,'Cerebrovascular Disease',VA,26,cluster3
31136,'Chronic lower respiratory diseases',MI,63,cluster5
